year,month,illnesses,deaths,hospitalizations,state,genus_species,contaminated_ingredient,serotype_or_genotype,etiology_status,location_of_preparation,food_vehicle
2000,5,46,0,0,New York,Other - Virus,,,Suspected,Private home/residence; Religious facility,multiple foods
1999,12,2,,,Florida,Scombroid toxin,,,Suspected,Restaurant - other or unknown type,"sandwich, tuna fish"
2014,10,35,7,34,Multistate,Listeria monocytogenes,apple,,Confirmed,Other (describe in remarks),caramel apple
2014,5,2,0,0,California,Scombroid toxin,,,Confirmed,Restaurant - Sit-down dining,
2004,10,17,0,0,Missouri,Staphylococcus aureus,,,Suspected,"Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services","pasta, unspecified"
1998,3,2,0,0,Illinois,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - other or unknown type,hollandaise sauce
2000,4,17,0,3,Florida,Salmonella enterica,chicken,Group C1,Confirmed,Private home/residence; Religious facility,"chicken, bbq"
2000,7,95,2,13,South Dakota,Staphylococcus aureus,,,Confirmed,Long-term care/nursing home/assisted living facility,chicken salad; potato salad
2012,12,26,0,0,Ohio,Norovirus Genogroup II,,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),
2005,1,2,0,0,California,,,,,Restaurant - other or unknown type,
1999,9,18,,,Montana,Other - Virus,,,Suspected,,
2002,4,15,0,,Idaho,Salmonella enterica; Norovirus Genogroup I,,,Suspected; Suspected,Private home/residence,"chicken, casserole; potato salad; fruit salad"
2003,5,2,0,0,Alabama,,,,,Restaurant - other or unknown type,
2013,8,4,0,0,California,Scombroid toxin,,,Confirmed,Office/indoor workplace,yellowfin tuna
2011,7,31,0,2,Pennsylvania,,,,,Restaurant - other or unknown type,"sandwich, hoagie"
1998,12,6,,,Michigan,,,,,Restaurant - other or unknown type,"ground beef, hamburger; chicken, unspecified; french fries"
2004,9,6,0,0,Oregon,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,"tortilla, unspecified"
2007,12,18,0,0,Washington,Campylobacter jejuni,,,Confirmed,Other (describe in remarks),raw milk
2010,3,3,0,0,Florida,Bacillus cereus,"pork, other",,Suspected,Grocery store,"pork, unspecified"
1999,8,10,0,0,Oregon,Norovirus Genogroup I,,,Confirmed,,
1999,8,3,,,North Carolina,"Escherichia coli, Shiga toxin-producing",,O157:H7,Suspected,Other (describe in remarks),"ground beef, unspecified"
2006,9,3,0,0,California,Salmonella enterica,,Typhimurium var Cope,Confirmed,Restaurant - other or unknown type,"chicken, unspecified"
2009,5,3,0,,Ohio,,,,,Restaurant - Sit-down dining,
2011,5,4,0,0,California,,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2005,2,2,0,0,Oregon,Staphylococcus aureus; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,
2000,4,5,,,Florida,Salmonella enterica,chicken,Group B,Confirmed,Restaurant - other or unknown type,"chicken, unspecified"
2012,2,20,0,0,Virginia,Norovirus,strawberries,,Confirmed,School/college/university,fruit salad
1998,4,12,0,,Colorado,Other - Virus,,,Suspected,Caterer (food prepared off-site from where served),
2008,6,3,0,0,Arizona,,,,,Restaurant - other or unknown type,
2008,9,42,0,0,Georgia,Norovirus Genogroup II,,unknown,Confirmed,Private home/residence,fruit salad
2005,5,7,,,Florida,,,,,Restaurant - other or unknown type,
2001,4,19,0,2,Mississippi,,,,,Other (describe in remarks),
2011,6,2,0,1,Kentucky,Salmonella enterica,,Typhimurium,Confirmed,,
2015,4,2,0,0,Texas,,,,,Restaurant - Sit-down dining,
2009,8,52,0,1,Wisconsin,Campylobacter jejuni,,,Confirmed,,"milk, whole milk unpasteurized"
1999,12,14,0,0,California,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence,"chile relleno, unspecified; pasta salad; eggs, other"
1999,11,3,0,1,Florida,,,,,Grocery store,water
1999,12,3,,,Washington,,,,,Restaurant - other or unknown type,"salad, unspecified"
2013,9,31,0,0,New York,Norovirus Genogroup I,"fruit, unspecified",,Confirmed,Restaurant - Sit-down dining,fruit
2007,6,4,0,0,Ohio,Norovirus Genogroup I,,unknown,Confirmed,Restaurant - other or unknown type,"steak, other"
2009,3,49,0,0,Oregon,Norovirus Genogroup II,,,Confirmed,School/college/university,
2000,11,100,,,Georgia,,,,,School/college/university,
2009,7,272,0,52,Multistate,Salmonella enterica,"pepper, ground",Montevideo,Confirmed,Other (describe in remarks),salami
2004,1,80,0,,Ohio,Norovirus Genogroup I,,,Confirmed,Other (describe in remarks),"crackers, unspecified"
2004,5,7,0,0,Minnesota,Clostridium perfringens,,,Suspected,Restaurant - other or unknown type,"enchilada, beef; taco or nacho salad"
2002,1,6,,,Florida,,,,,Grocery store,"pork, roasted"
2007,5,4,0,0,Washington,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,pasta salad
1998,7,28,0,17,California,"Escherichia coli, Shiga toxin-producing",,O157:H7,Confirmed,Prison/jail,
2003,5,2,0,0,Hawaii,Scombroid toxin,,,Confirmed,Restaurant - other or unknown type,"fish, mahi mahi"
2011,12,24,0,0,California,,,,,Restaurant - Sit-down dining,
2006,4,18,0,0,California,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),multiple foods
1999,6,50,,,Michigan,,,,,,"gravy, beef; roast beef, unspecified"
2007,11,14,,,Texas,,,,,Restaurant - other or unknown type,
2004,7,4,0,1,Florida,Salmonella enterica,,Heidelberg,Confirmed,Restaurant - other or unknown type,"chile relleno, unspecified"
2006,3,45,0,1,New York,Norovirus Genogroup I,other baked goods,,Confirmed,Restaurant - other or unknown type,danishes
2004,11,17,0,0,Arizona,Norovirus Genogroup II,,GII_4 other,Confirmed,Prison/jail,"sausage, italian; carrots, unspecified"
2005,10,5,,,Pennsylvania,Campylobacter jejuni,,,Confirmed,Private home/residence,
2010,7,15,0,0,Illinois,,,,,Banquet Facility (food prepared and served on-site),
2006,1,2,0,2,New York,"Escherichia coli, Shiga toxin-producing",ground beef,O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,"ground beef, unspecified"
2015,12,2,0,0,Ohio,Bacillus cereus; Staphylococcus aureus,,,Suspected; Suspected,Restaurant - Sit-down dining,macaroni and cheese
2009,8,2,0,0,Washington,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - Sit-down dining,pad thai
2007,4,11,0,0,Maine,,,,,,
2000,6,3,,,Maryland,,,,,Restaurant - other or unknown type,
2014,3,25,0,0,Nevada,Norovirus Genogroup II,,,Confirmed,Private home/residence,
2013,7,9,0,0,Ohio,Norovirus Genogroup II,,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2012,4,7,0,0,Kentucky,Other,,,Suspected,Restaurant - Sit-down dining,
1998,7,2,,,Maryland,,,,,Restaurant - other or unknown type,
1998,3,2,0,0,Florida,,,,,Restaurant - other or unknown type,"taco, beef"
1999,12,30,,0,Washington,Other - Virus,,,Suspected,Caterer (food prepared off-site from where served),"sandwich, ham"
2014,12,2,0,0,Colorado,Other - Bacterium,,,Suspected,Restaurant - Sit-down dining,chicken; rice
2012,1,8,0,0,Minnesota,Norovirus Genogroup II,,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",
2014,11,4,0,1,Alaska,Salmonella enterica,,Heidelberg,Confirmed,Restaurant - Sit-down dining,
2006,6,3,0,0,Hawaii,Campylobacter jejuni,,,Confirmed,Private home/residence,
2014,3,8,0,0,Illinois,Norovirus unknown,,,Suspected,Restaurant - Sit-down dining,
2012,10,2,0,1,Ohio,Salmonella enterica,,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",
2014,6,21,0,0,Wisconsin,Norovirus Genogroup II,blueberries; cantaloupe; honeydew melon; strawberries,,Confirmed,Caterer (food prepared off-site from where served),fruit platter
2005,3,592,,,Florida,Cyclospora cayatenensis,spices,,Confirmed,Restaurant - other or unknown type,"basil, unspecified"
2003,4,3,,,California,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"ground beef, hamburger"
2004,5,49,0,0,Arizona,Norovirus Genogroup I,,,Suspected,Long-term care/nursing home/assisted living facility,"cottage cheese, unspecified; vegetable-based salads unspecified; fruit-based salads unspecified"
2010,6,8,0,4,New Mexico,Salmonella enterica,,Newport,Confirmed,,
1998,10,65,0,0,Indiana,,,,,Caterer (food prepared off-site from where served),"vegetable dip, unspecified; sandwich, unspecified; mixed vegetables, unspecified"
2005,10,24,0,0,California,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served); Other (describe in remarks),
2001,4,5,0,0,Washington,Norovirus Genogroup I,,,Suspected,Private home/residence,lettuce-based salads unspecified
1998,1,35,0,0,California,,,,,Restaurant - other or unknown type,
1999,2,17,0,0,California,Norovirus Genogroup I,,,Suspected,Private home/residence,
2007,3,44,0,1,California,Norovirus unknown,,,Suspected,,
2004,2,11,0,,Illinois,,,,,Restaurant - other or unknown type,
2006,11,5,0,0,New York,,,,,Restaurant - other or unknown type,
2015,7,3,0,0,California,,,,,"Fair, festival, other temp or mobile services",
2009,12,9,0,0,South Carolina,Norovirus Genogroup II,,,Confirmed,Restaurant - Sit-down dining,
2012,3,25,0,0,Pennsylvania,,,,,Restaurant - Sit-down dining,
2005,4,3,0,0,California,,,,,Restaurant - other or unknown type,"chicken, other"
2010,4,2,0,0,Kansas,,,,,Restaurant - Sit-down dining,
2013,3,62,0,0,South Carolina,,chicken,,,,"chicken, teriyaki"
2003,6,5,0,0,California,Other - Bacterium,,,Suspected,Restaurant - other or unknown type,
2007,7,2,,,Florida,Scombroid toxin,,,Confirmed,Restaurant - other or unknown type,sushi and sashimi
1999,2,2,0,0,Illinois,,,,,,
2009,12,23,0,0,California,,,,,Caterer (food prepared off-site from where served); Other (describe in remarks),
1999,8,2,0,0,Florida,"Escherichia coli, Shiga toxin-producing",,O157:H7,Suspected,Private home/residence,"ground beef, unspecified"
2008,7,45,0,0,Wisconsin,Clostridium perfringens,,,Confirmed,Caterer (food prepared off-site from where served),"roast beef, other"
2008,2,3,,,Florida,,,,,Restaurant - other or unknown type,"sandwich, pork"
2007,7,7,0,0,Kansas,,,,,Restaurant - other or unknown type,
2008,7,3,0,0,Washington,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2010,2,2,0,0,Ohio,,,,,Restaurant - Sit-down dining,
1999,6,17,,0,Washington,,,,,Restaurant - other or unknown type,"chicken, unspecified"
1998,5,2,0,0,Ohio,,,,,Restaurant - other or unknown type,
2002,5,9,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Private home/residence,"fruit punch, unspecified"
2004,9,2,0,0,Nevada,Vibrio parahaemolyticus,"oysters, raw",,Suspected,Other (describe in remarks),"oysters, raw"
1999,5,40,,,California,Clostridium perfringens,,,Suspected,Restaurant - other or unknown type,"steak, beef tips"
2012,3,14,0,0,New York,Salmonella enterica,,Oranienburg,Confirmed,Restaurant - Sit-down dining,
2000,6,2,,,New York,Salmonella enterica,,Typhimurium,Confirmed,Restaurant - other or unknown type,
2009,10,5,0,3,Washington,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - Sit-down dining,"pork, unspecified"
2002,4,3,0,1,Pennsylvania,Salmonella enterica,beef,Enteritidis,Confirmed,Restaurant - other or unknown type,"ground beef, meatballs; lasagna, mixed meat"
2009,5,8,0,0,Wisconsin,"Escherichia coli, Enterotoxigenic",,,Confirmed,,
2008,8,18,0,0,Colorado,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2003,9,2,,,Florida,Staphylococcus aureus,,,Suspected,Restaurant - other or unknown type,"pizza, meat"
2010,9,3,0,1,Tennessee,Salmonella enterica,,Newport,Suspected,Private home/residence; Other (describe in remarks),
2004,4,7,0,0,New York,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2001,3,3,0,0,California,Campylobacter jejuni,chicken,,Confirmed,Restaurant - other or unknown type,"chicken, other"
2007,7,4,0,1,Georgia,Salmonella enterica,,Newport,Confirmed,Long-term care/nursing home/assisted living facility,
2014,10,2,0,0,California,Shigella,,,Suspected,Caterer (food prepared off-site from where served),
2004,4,6,0,0,Illinois,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type; Private home/residence,
2012,6,102,0,36,Pennsylvania,Salmonella enterica,,Newport,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),"tomato, unspecified"
2008,11,7,0,0,New York,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2001,12,14,0,0,California,Bacillus cereus,,,Suspected,Other (describe in remarks),"steak, other"
2006,11,5,0,0,Tennessee,Scombroid toxin,,,Confirmed,Restaurant - other or unknown type,"tuna, unspecified"
2014,2,4,0,3,Illinois,Other - Chemical/Toxin,,,Confirmed,,
2000,5,32,0,4,Virginia,Salmonella enterica,,Java,Suspected,Restaurant - other or unknown type,
2004,10,35,0,0,Missouri,,,,,Religious facility,
2014,5,19,0,0,California,Norovirus unknown,,,Suspected,Banquet Facility (food prepared and served on-site),
2002,8,6,,,New York,,,,,Restaurant - other or unknown type,"clams, raw"
1998,6,7,0,0,Wisconsin,,,,,Restaurant - other or unknown type,"pizza, meat"
2008,11,12,0,,Michigan,,,,,Restaurant - other or unknown type,
2010,7,5,0,2,New Jersey,Salmonella enterica,,Newport,Confirmed,Private home/residence,
2015,8,2,0,0,Utah,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - Sit-down dining,
2001,1,2,0,0,Texas,,,,,Unknown,
2010,3,5,0,0,Utah,,,,,,
2004,5,11,0,0,New York,Norovirus Genogroup I,other baked goods,,Suspected,Private home/residence,"cookies, unspecified"
2004,5,10,0,0,Michigan,Norovirus Genogroup I,,GI_1,Confirmed,Restaurant - other or unknown type,waldorf salad
2014,11,3,0,0,New Jersey,Salmonella enterica,,Enteritidis,Confirmed,,"egg-containing food, other"
1999,5,36,0,,Georgia,,,,,School/college/university,chicken pot pie; lettuce-based salads unspecified
2002,11,30,0,0,Minnesota,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,"unspecified beverage; potato, unspecified"
1999,10,2,0,0,Florida,,,,,Restaurant - other or unknown type,"pizza, unspecified"
2007,10,6,0,0,Texas,,,,,Restaurant - other or unknown type,
2002,2,4,0,0,Florida,,sauces/ dressings,,,Other (describe in remarks),blue cheese dressing
2006,2,6,0,0,Maryland,,,,,Other (describe in remarks),
2004,12,17,0,1,Connecticut,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,hummus
2008,7,3,0,3,Maine,Paralytic shellfish poison,,,Confirmed,,"mussels, steamed"
2008,12,2,0,0,Pennsylvania,Shigella sonnei,,,Confirmed,Restaurant - other or unknown type,
2001,6,10,0,0,California,,,,,Restaurant - other or unknown type,
2015,2,8,0,0,California,,,,,Restaurant - Sit-down dining,
2012,8,2,0,0,Washington,Vibrio parahaemolyticus,,,Suspected,Private home/residence,"oysters, raw"
2014,1,3,0,0,Washington,Norovirus unknown,,,Suspected,Restaurant - Sit-down dining,
2010,2,2,0,0,Illinois,Salmonella enterica,,Thompson,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence",
2008,2,6,0,0,Ohio,,,,,Restaurant - other or unknown type; Banquet Facility (food prepared and served on-site),
2004,11,60,,,North Carolina,Norovirus Genogroup I,,,Suspected,Long-term care/nursing home/assisted living facility,
2004,2,26,0,0,Oregon,Norovirus Genogroup I,,,Confirmed,Restaurant - other or unknown type,
2003,1,34,0,1,Texas,,,,,Restaurant - other or unknown type,"salsa, unspecified; eggs, unspecified; pork, bacon"
2000,9,4,0,0,Maryland,Staphylococcus aureus,,,Confirmed,Restaurant - other or unknown type,
2014,2,4,0,0,Ohio,Salmonella enterica,,Oranienburg,Suspected,Restaurant - Sit-down dining,chicken
2008,12,3,0,0,Washington,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,
2006,2,10,0,0,Kansas,,,,,Restaurant - other or unknown type,
2004,4,18,0,0,Ohio,,,,,Restaurant - other or unknown type,
2001,12,6,,,New York,,,,,Restaurant - other or unknown type,"steak, prime rib"
1998,7,86,0,31,New York,Salmonella enterica,,Group B,Confirmed,Restaurant - other or unknown type,
2009,5,51,0,1,Oregon,Norovirus Genogroup II,,,Confirmed,School/college/university,
2009,11,20,0,1,California,Clostridium perfringens; Bacillus cereus,,,Suspected; Suspected,Restaurant - other or unknown type,turkey
2003,1,15,0,4,Indiana,Salmonella enterica,,Typhimurium var Cope,Confirmed,Private home/residence,"stuffing, unspecified"
2015,12,11,0,0,Colorado,Norovirus,,,Confirmed,Restaurant - Sit-down dining,
2005,6,13,0,2,Ohio,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence; Grocery store,"chicken, bbq; chicken, baked"
2002,7,14,,,New York,Salmonella enterica,,Newport,Suspected,Private home/residence,"macaroni salad; beef, bbq"
2005,4,31,0,0,Ohio,,,,,Restaurant - other or unknown type,"pasta, unspecified; potato, unspecified; salad, unspecified"
2002,6,2,,,California,Bacillus cereus; Clostridium perfringens,,,Suspected; Suspected,Restaurant - other or unknown type,"sandwich, meatball"
1998,5,16,0,0,Michigan,,,,,Other (describe in remarks),"chicken, unspecified; coleslaw"
2003,7,3,0,0,Ohio,,,,,Restaurant - other or unknown type,
2013,1,50,0,0,Ohio,,,,,Caterer (food prepared off-site from where served),
1999,11,19,0,0,Minnesota,Norovirus Genogroup I,,,Suspected,Restaurant - other or unknown type,"sandwich, unspecified"
2000,6,8,0,0,California,,,,,Restaurant - other or unknown type,
2010,11,22,0,4,South Carolina,Salmonella enterica,,Enteritidis,Confirmed,Private home/residence,
1999,12,9,,,New York,,,,,Caterer (food prepared off-site from where served); Grocery store,"sushi, unspecified; crab cakes"
2014,11,3,0,2,Oregon,Salmonella enterica,,Oranienburg,Confirmed,,
2009,2,90,0,0,Wisconsin,Clostridium perfringens,,,Confirmed,Restaurant - Sit-down dining,"beef, brisket"
2006,11,318,0,10,Michigan,Norovirus Genogroup II,,unknown,Confirmed,Restaurant - other or unknown type,
2008,5,21,0,0,Alabama,Campylobacter jejuni,,,Confirmed,Unknown,
2015,2,7,0,2,Nevada,Salmonella enterica,,Enteritidis,Confirmed,Restaurant - Sit-down dining,spices
